AnimalId,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A668260,,02/12/2013 14:10,Transfer,Partner,Dog,Spayed Female,5 years,Great Dane,Black/White
A716964,Rello,29/11/2015 18:11,Return_to_owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White
A701029,Bode,01/05/2015 11:04,Return_to_owner,,Dog,Neutered Male,2 years,Chesa Bay Retr,Brown
A668506,Jake,03/11/2015 16:40,Return_to_owner,,Dog,Neutered Male,7 years,German Shepherd,Brown/Black
A684709,,28/07/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A616229,Rebecca,21/11/2015 15:21,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White
A680336,Buddy,12/07/2014 20:04,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A701898,Anita,10/05/2015 18:38,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Black
A666971,,14/11/2013 17:14,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A691605,Daisy,08/11/2014 14:41,Return_to_owner,,Dog,Spayed Female,6 years,Plott Hound Mix,Brown Brindle
A703244,,26/05/2015 16:02,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A705111,Kiki,24/06/2015 15:25,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Black
A685460,Jerrid,19/08/2014 18:25,Adoption,,Cat,Neutered Male,7 years,Siamese Mix,Flame Point
A716890,Vidalia,06/12/2015 12:41,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A715741,Simba,19/11/2015 18:45,Adoption,,Dog,Neutered Male,3 years,Chow Chow Mix,Red
A676334,,22/04/2014 15:35,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A668122,,01/12/2013 17:58,Adoption,,Dog,Spayed Female,7 years,English Pointer,Liver/White
A702356,,24/05/2015 17:25,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby
A664842,June,09/11/2013 19:21,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A709067,Earlene,05/08/2015 00:00,Return_to_owner,,Dog,Intact Female,5 months,Boxer Mix,Black/White
A608918,Vader,02/06/2015 11:56,Transfer,Partner,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White
A651596,Brownie,06/03/2014 17:13,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff
A720190,Little Missy,07/02/2016 00:00,Transfer,Partner,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor
A676609,Buddy,06/07/2014 12:46,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown
A666504,,11/12/2013 12:49,Transfer,Partner,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A693272,Kodiak,31/01/2015 13:33,Adoption,,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
A711607,Bosco,20/09/2015 14:50,Adoption,,Cat,Neutered Male,2 months,Manx Mix,White/Black
A713337,,06/10/2015 09:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue
A672758,Daisy,16/07/2014 13:48,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White
A658690,Priscilla,19/10/2013 12:58,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A708390,Stella,02/08/2015 18:49,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A703383,Dharma,28/05/2015 15:25,Transfer,Partner,Dog,Spayed Female,10 years,Cocker Spaniel,Buff
A689749,Taco,18/10/2014 16:55,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A699816,Pebbles,11/04/2015 18:01,Adoption,,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
A701791,Arwen,19/07/2015 14:37,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White
A625690,Rainey,21/07/2014 11:09,Return_to_owner,,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black
A686406,,25/08/2014 17:12,Adoption,,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black
A710318,Tank,17/09/2015 13:48,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White
A698972,Kiki,23/03/2015 17:50,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray
A710380,,22/08/2015 15:44,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A683309,,17/07/2014 18:06,Euthanasia,Behavior,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White
A640316,Kato,02/10/2013 17:43,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black
A682760,Jasper,10/07/2014 12:48,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown
A701707,,03/05/2015 17:24,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A669534,,24/12/2013 15:03,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A588218,Roger,03/12/2014 14:24,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd,Black/Brown
A669795,Roxi,11/08/2014 11:12,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
A674448,Hedwig,18/03/2014 17:04,Adoption,,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream
A701647,,25/05/2015 14:15,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A672467,Apollo,14/02/2014 18:59,Adoption,,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
A712244,,21/09/2015 15:57,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A677462,,25/04/2014 15:17,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue
A715761,,10/11/2015 09:00,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A720860,,20/02/2016 21:16,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White
A701337,,30/04/2015 14:43,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream
A710881,Ruth,14/10/2015 10:12,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A663948,Pumpkin,08/10/2013 17:23,Return_to_owner,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A699819,Coco,06/04/2015 15:37,Return_to_owner,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White
A674638,Sam,16/03/2014 10:48,Return_to_owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate
A718743,Newton,10/01/2016 11:36,Adoption,,Dog,Neutered Male,2 years,Shih Tzu,Gray/White
A714820,Lizzie,05/11/2015 00:00,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
A667613,Orion,13/01/2014 15:18,Adoption,,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White
A696059,Chewy,05/02/2015 14:28,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A690806,Hailey,07/11/2014 13:36,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White
A676494,Jimmy,27/04/2014 15:11,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White
A689138,,29/09/2014 18:28,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point
A599155,Machete,28/03/2015 19:25,Euthanasia,Suffering,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A665587,Cheddar,27/11/2013 14:36,Adoption,,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby
A663555,Amelia,16/10/2013 17:01,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A691345,Jelly Bean,09/11/2014 14:47,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
A685242,,15/08/2014 12:54,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A674659,,21/03/2014 17:10,Euthanasia,Aggressive,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black
A683609,Rascal,17/07/2014 17:50,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Brown
A695710,Layla,02/08/2015 13:17,Transfer,Partner,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White
A713063,,08/10/2015 16:26,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A667520,,23/11/2013 16:00,Transfer,Partner,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White
A685145,Mundy,13/09/2014 14:10,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A716488,,23/11/2015 00:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A667537,,25/11/2013 17:07,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black
A694601,Barnaby,06/01/2015 18:37,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A638060,Noah,16/08/2015 17:38,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
A672067,Jesse,13/02/2014 17:36,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A684664,Leo,10/08/2014 17:25,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A691531,,07/11/2014 17:15,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown
A688600,,21/09/2014 13:21,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A704032,Madison,05/06/2015 14:31,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A703630,Sheldon,30/06/2015 07:01,Adoption,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Brown
A668671,Chris,16/12/2013 14:57,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A696247,Jillian,22/11/2015 13:47,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White
A664380,,03/10/2013 15:33,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Calico
A678185,,09/05/2014 19:30,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black/Gray
A687055,Lizzie,01/09/2014 10:39,Return_to_owner,,Dog,Spayed Female,10 years,Collie Smooth/Chow Chow,Sable
A693594,,12/12/2014 09:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White
A675563,Socks,01/04/2014 12:19,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A696819,Captain,21/02/2015 17:30,Adoption,,Dog,Neutered Male,6 months,Cocker Spaniel Mix,Sable
A671201,Pablito,25/01/2014 18:34,Return_to_owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor
A715573,,12/11/2015 12:36,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Buff
A685899,,14/08/2014 17:23,Transfer,Partner,Cat,Intact Male,3 months,Siamese Mix,Seal Point
A669510,Kimchi,01/01/2014 18:45,Adoption,,Dog,Spayed Female,1 year,Rottweiler/Labrador Retriever,Black/Tan
A697892,Bella,16/03/2015 17:38,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/Black
A678958,Ares,19/05/2014 18:05,Adoption,,Dog,Neutered Male,2 months,Boxer Mix,Tricolor
A679113,,16/05/2014 18:37,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby
A671079,,25/01/2014 18:09,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A687180,,08/09/2014 11:53,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A686632,Sammy,02/09/2014 11:23,Return_to_owner,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,White/Brown Tabby
A693999,,23/12/2014 14:58,Transfer,Partner,Dog,Spayed Female,4 years,Rat Terrier Mix,Black/White
A691614,Challino,12/11/2014 18:27,Adoption,,Dog,Neutered Male,4 months,German Shepherd/Siberian Husky,Red/White
A683070,,06/07/2014 18:33,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,White
A703781,Romeo,30/05/2015 15:30,Transfer,Partner,Dog,Intact Male,6 years,Dachshund,Blue Merle/White
A668803,Dumpling,11/01/2014 17:42,Adoption,Foster,Dog,Spayed Female,2 months,Border Collie/Labrador Retriever,Black/White
A675983,,03/04/2014 15:19,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue Tabby
A684825,Carl,06/08/2014 14:23,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A667828,,26/11/2013 14:55,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black
A707611,Belle,31/07/2015 12:56,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A677885,Lil' Mama,12/05/2014 14:05,Return_to_owner,,Dog,Intact Female,2 years,Pit Bull Mix,Fawn
A675622,,04/04/2014 15:30,Adoption,,Dog,Neutered Male,4 months,Collie Smooth/Labrador Retriever,Tricolor
A720143,,08/02/2016 19:23,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A701793,,16/07/2015 11:09,Adoption,Foster,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point/White
A682824,,08/07/2014 14:48,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A711494,Celeste,24/12/2015 10:12,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby/White
A686319,Jack,14/06/2015 12:01,Adoption,,Dog,Neutered Male,5 years,Plott Hound/Rhod Ridgeback,Brown Brindle
A671251,Buffy,23/01/2014 14:06,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A684978,,31/07/2014 13:22,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A689449,Bizzy,18/11/2014 11:32,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A715812,,15/11/2015 18:01,Adoption,,Dog,Spayed Female,10 months,Chihuahua Shorthair Mix,Tan/White
A681003,,17/06/2014 13:27,Transfer,Partner,Dog,Neutered Male,2 years,Pointer/Labrador Retriever,Black/White
A715346,Molina,09/11/2015 17:02,Adoption,,Dog,Spayed Female,10 months,Anatol Shepherd/Great Pyrenees,White
A683732,,25/07/2014 16:48,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue
A679956,Simon,08/06/2014 16:49,Return_to_owner,,Dog,Neutered Male,1 year,Anatol Shepherd,Fawn/Black
A695297,Sparkles,19/01/2015 17:53,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby/White
A695950,Laurel,13/02/2015 14:49,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A694278,Mya,02/01/2015 16:50,Transfer,Partner,Dog,Spayed Female,7 years,Great Dane,Black/White
A707887,Firefly,22/07/2015 18:37,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A710227,Sebastian,24/08/2015 18:23,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White
A686918,Aimee,02/09/2014 14:51,Transfer,Partner,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Tricolor
A693739,Lily,19/12/2014 11:23,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A711807,Lola,23/10/2015 18:07,Adoption,,Dog,Spayed Female,2 years,Chinese Sharpei/Australian Cattle Dog,Red Tick/White
A677157,Sadie,22/04/2014 16:02,Return_to_owner,,Dog,Intact Female,12 years,Labrador Retriever Mix,Yellow
A697921,Pi,16/03/2015 12:10,Adoption,,Dog,Spayed Female,1 year,Flat Coat Retriever Mix,Black
A686691,,29/08/2014 16:56,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Yellow
A678627,Qwayzar,25/05/2014 17:32,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
A698117,,06/03/2015 09:54,Transfer,Partner,Dog,Unknown,6 days,Labrador Retriever Mix,White
A656110,Clover,22/11/2013 17:54,Return_to_owner,,Dog,Spayed Female,9 months,Rat Terrier Mix,Tricolor
A690723,Friskie,23/11/2014 18:23,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A678099,Spartacus,10/06/2015 17:23,Euthanasia,Aggressive,Dog,Neutered Male,2 years,Akita/Pit Bull,Tan/White
A717989,Leroy,28/12/2015 17:33,Return_to_owner,,Dog,Neutered Male,7 years,American Bulldog Mix,White
A673784,Severus,10/03/2014 16:24,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Blue
A699927,Lennon,26/05/2015 15:52,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A671889,Jezebel,27/02/2014 16:04,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
A697627,Lucy,01/03/2015 16:13,Adoption,,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,Chocolate/White
A685945,Cody,20/09/2014 15:37,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
A689951,Nelson,15/10/2014 17:21,Adoption,,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
A699499,,01/04/2015 18:44,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A715735,Nico,13/11/2015 12:59,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan
A688501,Watson,18/12/2014 13:35,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Black
A672263,Daisy,13/02/2014 17:05,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Tan
A672744,Oso,17/04/2014 17:09,Euthanasia,Aggressive,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan
A701165,,24/04/2015 17:47,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
A702973,,19/05/2015 18:49,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
A705338,,17/06/2015 12:27,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A696609,Lizzy,11/07/2015 13:49,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever,Black
A714481,Bobby,08/11/2015 19:10,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown/White
A685178,,03/08/2014 17:47,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A689596,,10/10/2014 14:05,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
A714546,Blaze,26/10/2015 12:43,Return_to_owner,,Dog,Intact Male,9 months,Pit Bull/Dogue De Bordeaux,Red/White
A671352,Roman,26/01/2014 15:19,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Brown
A705656,Rasberry,26/06/2015 09:42,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A695943,Tucker,08/02/2015 14:55,Adoption,,Dog,Neutered Male,2 years,Bernese Mountain Dog/Rottweiler,Tricolor
A719517,,26/01/2016 19:01,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A682535,,04/07/2014 18:42,Transfer,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/Red Tick
A713263,Houston,16/10/2015 17:24,Return_to_owner,,Dog,Intact Male,3 years,English Bulldog,Brown Brindle
A681679,Captain,05/12/2014 17:10,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A687906,Kerby,25/09/2014 18:48,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A678536,Tulip,17/05/2014 13:44,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A718585,,07/01/2016 12:44,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
A543073,Tiny Tinker,11/05/2015 18:38,Return_to_owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair,Brown
A697959,Nigel,31/05/2015 18:53,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
A715378,Sadie,21/11/2015 11:17,Adoption,,Dog,Spayed Female,6 months,Pointer Mix,White/Blue
A697281,,03/03/2015 13:14,Adoption,,Dog,Neutered Male,3 months,Chihuahua Longhair/Italian Greyhound,Tricolor
A681576,Pippin,07/07/2014 16:52,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Blue Lacy,Chocolate/White
A716400,Calliope,24/11/2015 00:00,Transfer,Partner,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
A677460,Petra,16/05/2014 14:58,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A675049,Judy,22/03/2014 16:23,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
A710655,Cloud,10/10/2015 14:30,Adoption,,Cat,Intact Male,2 months,Siamese Mix,Lilac Point
A660046,Grace,09/03/2014 17:06,Return_to_owner,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White
A660910,Kief,24/10/2013 12:31,Return_to_owner,,Dog,Neutered Male,2 years,Dachshund/Catahoula,Brown Brindle/White
A686377,,25/08/2014 17:01,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Brown/Black
A679631,Callie,14/07/2014 18:08,Euthanasia,Suffering,Cat,Spayed Female,12 years,Domestic Longhair Mix,Tortie
A671682,,30/01/2014 13:14,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A695654,Asha,27/01/2015 14:06,Euthanasia,Suffering,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
A718566,Eleonora,12/01/2016 09:30,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Shorthair Mix,Brown Tabby/White
A680351,Oliver,07/07/2014 15:39,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby
A680506,Shaka,07/06/2014 17:09,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff/White
A650694,Riku,18/12/2013 14:04,Return_to_owner,,Dog,Neutered Male,1 year,Blue Lacy/Pit Bull,Blue/White
A681414,,18/06/2014 09:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A714972,Dennis,29/11/2015 19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A682833,Nala,13/09/2014 18:35,Adoption,Foster,Cat,Spayed Female,3 months,Siamese Mix,Lilac Point
A698953,,25/03/2015 17:17,Adoption,,Dog,Spayed Female,7 years,Miniature Poodle Mix,White
A696584,Pequina,07/03/2015 15:46,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Brown
A690020,Jax,15/10/2014 18:25,Return_to_owner,,Dog,Intact Female,4 months,Boxer Mix,Brown Brindle/White
A716340,Tibbers,01/12/2015 17:24,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A707004,Ranger,05/09/2015 12:46,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange Tabby
A667031,Nala,20/12/2013 12:38,Transfer,Partner,Cat,Spayed Female,2 years,Exotic Shorthair Mix,White/Orange Tabby
A667129,Marcia,08/12/2013 19:11,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A700119,,08/04/2015 15:41,Transfer,Partner,Cat,Intact Female,4 days,Domestic Shorthair Mix,Torbie
A676270,,12/07/2014 17:18,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A684362,Bella,11/11/2014 17:41,Adoption,,Cat,Spayed Female,5 months,Siamese Mix,Tortie Point
A712984,Sammy,08/10/2015 13:53,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A688544,Emma,24/09/2014 15:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
